person,age_at_founding,age_became_billionaire,age_education_ended,books_authored,children_in_business,co_founded,co_founder_skill_complement,consumption_index,employer_1,employer_2,employer_3,estimated_inheritance_m,estimated_lifetime_giving_m,ethnicity,family_business_type,family_office,family_office_name,family_owned_business,family_socioeconomic_class,father_occupation,first_gen_immigrant,first_institutional_investor,foundation_name,founding_detail,giving_pct_of_net_worth,giving_pledge_signatory,government_roles_held,heritage_detail,initial_funding_detail,initial_funding_type,known_art_collector,known_failed_ventures,major_lawsuits,market_position,market_position_detail,media_visibility,moat_type,moat_type_detail,mother_occupation,notable_political_positions,number_of_co_founders,number_of_companies_founded,number_of_marriages,parent_education_level,parent_immigrant,parent_immigration_detail,party,party_detail,pre_wealth_bankruptcy,primary_domain_expertise,primary_philanthropic_causes,private_jet,revenue_model_type,revenue_model_type_detail,role_at_employer_1,role_at_employer_2,role_at_employer_3,skill_profile,social_media_activity,total_pre_founding_career_years,wealth_concentration_ratio_pct,yacht,year_founded,years_at_employer_1,years_at_employer_2,years_at_employer_3,years_founding_to_1b
scot_french,,,,0,,Y,"Scott Kapnick, Michael Patterson",,Price Waterhouse,Salomon Brothers,Goldman Sachs,,,,,Y,Yarbrough Capital,N,,,N,,,,,,,,Self-funded (implied),self_funded,,,,fragmented,,,"ip,regulatory,reputation",Regulatory/tribal relationships and proprietary gaming tech,,,2.0,1.0,,,,,,,,Alternative Credit / Investment Management,,,management_fees,Asset Management Fees,Accountant,,,finance,,,,,2007,,,,23.0
scott_cook,30,,,,0.0,Y,Technical/Engineering (Tom Proulx - programmer),low,Procter & Gamble,Bain & Company,Intuit,,,"american,white",Grocery/Retail chain,,,N,wealthy,Retail/Grocery (father ran Meijer),N,,Scott Cook Foundation,,,Y,,,Family/Self-funded,self_funded,,,FTC scrutiny over TurboTax Free File marketing,winner_take_most,,low,"network_effects,switching_costs",Tax season lock-in / SMB accounting dominance / Network effects,,,1.0,1.0,1.0,,Y,"grandfather Henrik, Dutch immigrant",democrat,,N,Financial Software / Consumer Technology,Education; ed-tech impact investing,,financial_services,"Tax software (TurboTax), accounting (QuickBooks), personal finance (Credit Karma)",Brand manager,Consultant,Co-Founder / Chairman,"finance,ops,sales",low,,2.7,,1983,,,41.0,
scott_crabill,,,,1,,N,,low,Hewlett-Packard,Summit Partners,Thoma Bravo,,,"american,white",,,,N,middle,,N,,Crabill Family Foundation,,,N,,,,,,,,fragmented,,low,"brand,reputation",Track Record / Brand,,,0.0,3.0,1.0,,,,republican,,,Software Private Equity,"Healthcare, education, housing, arts",,management_fees,Growth PE ($55B+ AUM),Unknown role,Unknown role,Managing Partner,finance,,,,,2000,,,24.0,
scott_duncan,,,,2,0.0,,,low,Mars Inc.,,,,,,Oil & Gas Pipelines / Energy Infrastructure,,,Y,wealthy,"Dan L. Duncan (second marriage to Billie Ruth, who died when Scott was 5)",,,,,,N,Government board member,,,,,,,,,low,,,,,,0.0,0.0,,,,,Conservative,,Corporate Development / M&A,,,,,"Corporate Development roles, starting 1992; VP/SVP Corporate Development",,,"finance,ops",low,,,,1968,34.0,,,
scott_kapnick,58,,,0,,Y,,low,Goldman Sachs,Highbridge Capital / HPS Investment Partners,HPS Investment Partners,,,american,,Y,Caris Capital,N,upper_middle,CEO of Arthur Andersen (accounting firm),N,,,,,N,,White,,,,,,fragmented,,low,scale,Scale/AUM in alternative credit,,,,1.0,,,,,,,N,Alternative credit / direct lending,,,"financial_services,management_fees",Credit-focused alternative asset management ($120B+ AUM),Co-head of Investment Banking; Co-CEO of Goldman Sachs International,CEO of Highbridge; built credit arm HPS,Founder and CEO,finance,low,21.0,44.0,,2016,21.0,9.0,10.0,38.0
scott_nuttall,,,,0,,Y,Brother (family partner),,Blackstone,KKR,,,,,Wood treating/lumber,,,N,,,,KKR,,,,,,,Family/bootstrapped,self_funded,,,,,,medium,,,,,1.0,1.0,,,,,,,,Private Equity / Asset Management,,,product_sales,Product sales,Analyst/Early Career,Analyst,,finance,,,,,1971,,30.0,,
scott_shleifer,25,,,0,,Y,Chase Coleman - public markets / macro investing,low,Tiger Global Management,,,,,"american,israeli",,Y,,N,middle,,N,,,,,N,,,,,,,,fragmented,,low,location,Location/Asset scarcity (landmark retail properties),,,0.0,1.0,,,,,,,N,Retail Real Estate,,,"real_estate,retail",NYC/major city retail and mixed-use real estate,"Co-founder, Private Equity",,,"finance,ops",low,,,,2003,22.0,,,
scott_smith,,,,0,2.0,Y,,,Lennar Corporation,,,,,,Homebuilding,,,N,wealthy,Homebuilder / Investor (Lennar co-founder),N,,,,,,,,,,,,,fragmented,,,,,,,2.0,,,,,,,,,,,,,,"Lawn crew worker, later CEO, now Executive Chairman and co-CEO",,,,,,14.0,,2002,,,,17.0
scott_watterson,,,,0,,Y,Gary Stevenson (college buddy),,Wm. Wrigley Jr. Company,Parallel,,,,american,Chewing gum / confectionery,,,N,wealthy,Business executive (Wrigley company),N,L Catterton,,,,N,,White,Bootstrapped/Self-funded,self_funded,,Parallel SPAC deal fell through,Multiple patent infringement lawsuits with Peloton since 2016,winner_take_most,,medium,brand,Brand + Content ecosystem,,,1.0,1.0,,,,,republican,,N,Consumer goods / confectionery,,,saas_subscription,Hardware + Subscription,CEO,CEO,,"ops,sales",low,,,,1977,9.0,3.0,,
sean_parker,16,,19.0,0,,Y,,high,Facebook,Plaxo,Spotify,,,"american,white",Banking / Commercial Bank,,,N,wealthy,Bank executive (president/owner of First Citizens Bank),N,,Parker Foundation,,,N,,,,,,Plaxo (ousted by board),Napster copyright infringement lawsuits (RIAA),winner_take_all,,high,network_effects,Network Effects,,,1.0,,1.0,,N,,democrat,,N,Technology / Social Networks / Music,"Science, global health, civic engagement, cancer immunotherapy, allergy & asthma research",Y,advertising,Advertising,President,Co-Founder / President,Board Member,tech,low,,,,1999,1.0,2.0,7.0,
sergey_brin,25,31.0,25.0,0,0.0,Y,Page (systems/product/PageRank algorithm); Brin (data mining/math/scalable systems),medium,Stanford University,,,0.0,3000.0,"american,white",,Y,Bayshore Global Management LLC,N,middle,"Math Professor, University of Maryland (Moscow State grad)",Y,"Sequoia Capital / Kleiner Perkins ($25M, 1999)",Sergey Brin Family Foundation / Catalyst4,,1.0,N,,"Russian-Jewish, born Moscow, USSR",Angel then VC,angel,N,"Google Glass, Google+",Same as Page (DOJ antitrust x2),winner_take_all,search,low,"data,network_effects,scale",Data scale / Network effects / 90%+ search share,"NASA Researcher, Goddard Space Flight Center (Moscow State grad)",$30.8K DNC (2012); $100K vs Prop 8 (marriage equality),1.0,1.0,2.0,college,Y,1979,,Lean Democratic,N,"Data mining, mathematics, search algorithms","Parkinson's disease ($1B+ lifetime), Stanford, climate, education",Y,"advertising,saas_subscription","Advertising (~80%), Cloud, Subscriptions",PhD Researcher (Computer Science),,,tech,,0.0,85.0,Y,1998,5.0,,,6.0
seth_boro,26,,,0,,N,,low,Credit Suisse,Summit Partners,Thoma Bravo,,,"american,canadian",,,,N,,,Y,SoftBank,Room to Breathe,,,N,,,Venture Capital,venture_capital,,,,winner_take_most,,low,"distribution,scale",Scale / Logistics Network,,,,1.0,,,Y,Canada,,,,Private Equity / Software / Cybersecurity,Youth mental health in under-resourced communities,,retail,South Korean e-commerce (Amazon of Korea; rocket delivery),Analyst/Associate,Investor,Managing Partner,finance,,,,,2010,16.0,,21.0,
seth_klarman,,,,1,,N,,low,"Cravath, Swaine & Moore",Credit Suisse First Boston (Head of Global Investment Banking),Global Infrastructure Partners (GIP),,,"american,white",,Y,Baupost Group,N,wealthy,"Chief surgeon, first Nigerian professor of medicine",N,,,,,N,,Jewish heritage,Private Equity / Institutional Capital,private_equity,,,,fragmented,,low,reputation,Reputation/Track Record,,Anti-Trump Republican; denounced Trump 2016; shifted donations to Democratic Party,,1.0,,graduate_professional,Y,,democrat,centrist (anti-Trump Republican donor,,Infrastructure Private Equity / Investment Banking,"Scientific research, music education access, Israel-related causes",,management_fees,Value investing ($27B+ AUM),Attorney,Various roles to Head of Global Investment Banking,"Co-Founder, Chairman and CEO",finance,low,26.0,,,1982,,23.0,,
shahid_khan,33,61.0,22.0,,1.0,N,Son Tony Khan (wrestling/sports operations),high,Dishwasher (University of Illinois),Flex-N-Gate (former employer),Flex-N-Gate,0.0,165.0,"american,pakistani",Auto parts manufacturing (Flex-N-Gate),Y,Iguana Investments Florida,N,middle,Construction company owner (Pakistan),Y,,The Nature Conservancy (gift),purchased from former employer,1.2,N,,,Self-funded / Acquisition,self_funded,N,Failed bid to buy Wembley Stadium,St. Louis Rams relocation lawsuit (as NFL co-defendant),fragmented,,medium,"ip,reputation",Dominant market share / OEM relationships / 70+ plants globally,,,1.0,2.0,1.0,,Y,,republican,,N,Manufacturing / Engineering,"$165M to Nature Conservancy (largest TNC gift ever, 24, 000-acre preserve), free ArcGIS to 100K+ K-12 schools",Y,other,Auto parts manufacturing (84% US truck metal bumpers),Dishwasher,Engineer/Employee,Owner,ops,low,,90.0,Y,1980,,,1980.0,32.0
shantanu_narayen,,,,0,,,,medium,Apple Computer,Silicon Graphics,Picturenet,,,"american,indian",,,,,upper_middle,Writer / Executive at a plastics company,Y,,,,,N,Member of U.S. President's Management Advisory Board (Obama era),,,,,,,winner_take_most,,medium,switching_costs,Switching costs / Standard / Creative ecosystem,,,,0.0,1.0,college,Y,,,,N,Real Estate Development,,,other,"Creative software (Photoshop, Premiere), document (PDF/Acrobat), marketing, AI (Firefly)",Senior engineer,Director,Co-Founder / CEO,"finance,ops",low,,,N,1982,,,,
shari_redstone,,,,0,1.0,,,medium,Law firm,,,1000.0,,"american,white",National Amusements / Viacom,Y,,Y,wealthy,Sumner Redstone (media mogul),N,,Giving Pledge signatory,Inherited/Family,,N,,Jewish heritage,,,,,Long legal battle with father Sumner Redstone for control; Paramount sale process 2024-2025,fragmented,,high,distribution,Content library / Distribution,Phyllis Gloria Redstone (homemaker),,,,1.0,,N,,democrat,,N,Media/Entertainment,,Y,media_entertainment,"Film, TV, streaming, movie theaters (Paramount+, CBS, Nickelodeon, MTV)",Attorney,,,"finance,ops",low,,,N,,40.0,,,
sharron_hunt,,,,0,,,,medium,General Motors,Pepsi-Cola International,Integrated Circuit Systems,,,"american,chinese,malaysian","Professional sports (NFL, MLS, NBA)",,,Y,wealthy,Professional sports team founder / oil wildcatter heir,Y,,,"Solo or Co-Founded (executive, not founder)",,N,,,,,,,,winner_take_most,,medium,brand,Franchise / regulated monopoly (NFL),,,,0.0,,,Y,,republican,,,Operations / M&A / Semiconductors,,,telecom,"Semiconductor design (networking, broadband, wireless, storage, industrial chips)",Engineer,VP Finance,CEO,"finance,ops",low,,25.0,,1991,,,,
shayne_coplan,22,27.0,,0,,N,Father (co-founder),,,,,,,,Plastic container manufacturing,,,N,,Co-founder of Plastipak,N,Goldman Sachs (division),,,,N,,,Self-funded / bootstrapped,self_funded,,,,winner_take_most,,,ip,Patents / IP,,,0.0,1.0,,,,,,,,Manufacturing / Packaging,,,,,,,,"ops,tech",,,,,2020,,,,5.0
sheila_johnson,,,,0,,Y,"Robert Johnson (co-founder, then-husband)",medium,Bridgewater Associates,Google,AI Consultancy (own firm),,,african_american,Cable Television,,,N,,,,,,,,,,,,,,,,winner_take_most,,medium,brand,Brand/First-Mover,,,1.0,2.0,1.0,,,,,,,AI software / code editing,,,food_beverage,"Co-founded BET with ex-husband Robert Johnson (sold to Viacom $3B, 2001); Salamander Hotels; WNBA/NHL ownership",Intern,Intern,Founder,tech,,,,,1979,,,,22.0
sheryl_sandberg,,,,2,,Y,,,World Bank,U.S. Treasury,McKinsey & Co.,,,"american,indian",,,,N,,,N,,,,,,,,Personal Capital,self_funded,,,,,,high,,,,,1.0,1.0,2.0,,,,,,,Operations / Business Strategy,,,,,Economist,Chief of Staff to Secretary Larry Summers,Management Consultant,"ops,sales",,,,,2021,,25.0,,
shuo_wang,,,,0,,Y,"Alex Bouaziz (MIT classmate, co-founder)",,Aeris,Deel,Astera Labs,,,"american,chinese",,,,N,,,Y,Accel,,,,,,,,,,,,winner_take_most,,,,,,,1.0,2.0,,,,,,,,HR Software / Global Employment,,,saas_subscription,SaaS / Subscription,Cofounder and CTO,Cofounder and Chief Revenue Officer,Cofounder and CEO,"sales,tech",,,,,2019,,,,6.0
shyam_sankar,24,43.0,22.0,0,,Y,,low,Palantir,Powell Industries,Xoom Corporation,0.0,,"american,indian",Electrical engineering and manufacturing,,,N,middle,"Founder, metal-working shop (Powell Industries)",N,,,,,N,U.S. Army Reserves' Executive Innovation Corps (joined June 2025),,,,,,"Named defendant in 2022 Palantir securities class action lawsuits (Cupat v. Palantir, Allegheny County Employees Retirement System v. Palantir)",winner_take_most,,low,"ip,switching_costs",High switching costs + government security clearances + proprietary ontology infrastructure,"Grocery store cashier, later nurse",Strong U.S.-China competition hawk; pro-defense AI modernization; Army Reserve Lt. Colonel; anti-defense procurement bureaucracy,,1.0,1.0,high_school,Y,,republican,,,Technology / Data Analytics,,,"platform_marketplace,saas_subscription",Software platform subscription (Gotham/Foundry/AIP) + multi-year government contracts,CTO (various positions),Chairman and CEO,VP of Network Management (Asia Pacific) and Director of Business Development,tech,medium,,,,1947,20.0,,2.0,
sid_bass,,51.0,,1,,,,medium,Chicago Bulls,,,,,african_american,Oil,,endorsements. The Last Dance,Y,wealthy,Perry Bass (nephew of oil baron Sid Richardson),N,,,,,,,,,,Y,,,,,low,brand,Brand / Persona,,,,,2.0,,,,,,,Finance / Investment / Oil,"Arts, cultural institutions (MoMA, Fort Worth)",,other,"Air Jordan brand with Nike ($7B+ annual revenue); sold Charlotte Hornets $3B (2023, bought $275M 2010); equity stakes",Professional Basketball Player,,,finance,,,,,,15.0,,,
sidney_kimmel,62,,,1,0.0,N,,medium,Jones Apparel Group,,Trian Fund Management,,1300.0,"american,jewish",,,Trian Fund Management,N,working,,N,,Sidney Kimmel Foundation,,23.0,Y,,,Self-funded,self_funded,N,,,fragmented,,low,brand,Brand Portfolio,,Major Democratic donor,,2.0,3.0,,,,democrat,,N,Apparel/Fashion,"Sidney Kimmel Comprehensive Cancer Center (Johns Hopkins), Sidney Kimmel Medical College (Thomas Jefferson)",,other,"Jones Apparel (Nine West, Anne Klein; sold to Sycamore $2.2B, 2014)",Founder/CEO,,Founder/Co-CEO,"ops,sales",low,,,,1970,,,21.0,
stanley_druckenmiller,28,39.0,23.0,0,1.0,N,,medium,Pittsburgh National Bank,George Soros / Quantum Fund,George Soros / Quantum Fund,0.0,1000.0,"american,white",Bechtel Corp (founded 1898 by grandfather Warren Bechtel),Y,Duquesne Family Office,N,middle,Chemical engineer,N,,Harlem Children's Zone (donor); Bowdoin/Brown/Stanford (donor),,9.1,Y,"Member, Presidents Export Council (Bush)",,Self-funded,self_funded,Y,,None known,fragmented,,medium,reputation,Track record / reputation,,"Fiscal conservative, anti-deficit, critical of Federal Reserve easy money policies",0.0,1.0,2.0,,N,,republican,anti-deficit hawk,N,Macro Hedge Fund / Investment Management,"Harlem Childrens Zone ($100M+), medical research, education",Y,other,Macro trading (family office since 2010),Equity analyst → Head of equity research at age 28,Lead portfolio manager 1988-2000,Portfolio Manager / Trader,finance,low,4.0,40.0,N,1981,9.0,24.0,10.0,20.0
stanley_hubbard,,,,0,2.0,N,,low,Hubbard Broadcasting,Hubbard Broadcasting,Hubbard Broadcasting,0.0,150.0,"american,ukrainian",Broadcasting (TV and radio),,,Y,wealthy,Broadcaster / media executive (founded first commercial TV station in Minnesota),Y,,Hubbard Broadcasting Foundation,,,N,,,Self-funded,self_funded,,,,fragmented,,low,"brand,scale",Scale / Brand (legacy broadcaster),,Republican donor,0.0,2.0,,,Y,Soviet Ukraine,republican,,N,Broadcasting / Media,Higher Education (University of Chicago),,other,"TV stations (KSTP etc); pioneered satellite TV (United States Satellite Broadcasting, sold to DirecTV $1.3B)",Prop person,Photojournalist,Management,"ops,sales",,,,,2001,,,,
stanley_kroenke,,,,0,1.0,N,,high,,,,,,"american,white",,Y,,N,middle,Real estate developer,N,,Ann Walton Kroenke Foundation,,,N,,German heritage,Self-funded,self_funded,,,St. Louis Rams relocation lawsuit (settled 2021 for ~$790M),fragmented,,low,"brand,location",Real estate/sports franchise scarcity,,Media-averse; no known political positions stated,0.0,1.0,1.0,,N,,republican,,N,"Real estate development, sports ownership","Education, wildlife conservation, University of Missouri",Y,"media_entertainment,real_estate","Real estate (Walmart-adjacent developments), sports teams, entertainment venues",,,,"finance,ops",low,,,N,1983,,,,
stanley_tang,,,,0,,Y,"Brian Venturo, Michael Intrator",low,Commodities trading firm,CoreWeave,,,,"american,chinese",,,,N,,,Y,Accel,,,,,,,,,,,,winner_take_most,,low,scale,Infrastructure scale / GPU supply,,,3.0,1.0,,,,,,,,Finance / Cloud Computing,,,"platform_marketplace,transaction_commission",Marketplace/Commission,Commodities Trader,Co-Founder & Chief Development Officer,,finance,,10.0,4.0,,2013,10.0,,,8.0
stefan_kaluzny,,,,0,,N,,,Bain & Co.,Delray Farms,Sycamore Partners,,,,Retail (Gap),Y,Pisces,N,working,Pianist,,,California Water Foundation,,,N,,,Private Equity,private_equity,,,,,,medium,,,Teacher,,,2.0,,,,,,,,Private Equity / Retail,Water supply / California water issues,,,,Consultant,Co-Founder,Founder / Managing Partner,"finance,ops",,,,,2011,,1994.0,,
stefan_soloviev,46,,,0,,N,,,Solow Building Co. (father's firm),Commodities/grain trading (Phoenix),,,,"american,russian",Real estate / Agriculture,,,Y,wealthy,Real estate developer (Solow Building Co.),N,,,,,N,,,Self-funded,self_funded,N,,Multiple lawsuits with father Sheldon Solow over business control,fragmented,,medium,,,,,0.0,1.0,,,,,,,,Agriculture / Real estate / Ranching,,,product_sales,Product sales (beef),Employee (worked for father as teenager),Commodities and grain trader,,"finance,ops",low,,,,2021,,,,
stephane_bancel,38,28.0,,0,,Y,Mike Krieger (technical co-founder),medium,BioMérieux (CEO),BioMerieux,Moderna,,,"american,french",,,,N,upper_middle,,Y,Flagship Pioneering,,,,N,,,Venture Capital,venture_capital,,"Artifact (shut down, later acquired by Yahoo)",Patent litigation with Pfizer/BioNTech over mRNA vaccine technology,winner_take_most,,high,network_effects,Network effects,,,1.0,2.0,1.0,,N,subject is first-gen immigrant,,,N,Biotechnology / mRNA,,N,other,mRNA therapeutics/vaccines,Employee (role unspecified),CEO,CEO,tech,low,2.0,40.0,N,2010,,,15.0,2.0
stephen_bisciotti,23,48.0,22.0,0,,Y,"Jim Davis (cousin, co-founder)",medium,Staffing firm (unnamed),Allegis Group (Aerotek),Baltimore Ravens,0.0,,"american,italian",None mentioned,Y,Point Field Partners,N,middle,,N,,Stephen and Renee Bisciotti Foundation,,,N,,,Self-funded / Bootstrap,self_funded,,,,winner_take_most,,low,scale,Scale / Network,Single mother (occupation not stated),,1.0,2.0,1.0,,,,,,N,Staffing / Sports Ownership,"Community development, youth programs, Baltimore-area causes",Y,professional_services,"Staffing services (Allegis: Aerotek, TEKsystems; $15B+ revenue; largest private staffing firm in US)",Employee,Co-Founder,Owner,"ops,sales",low,1.0,13.0,Y,1983,1.0,30.0,21.0,
stephen_butt,,,26.0,2,,,,low,H-E-B,IBM,Freescale Semiconductor,,,"american,taiwanese",Grocery retail,,,Y,wealthy,Charles Butt (H-E-B chairman),N,,,,,N,,,,,,,,winner_take_most,,low,"brand,scale",Regional brand loyalty / scale,Accountant,,,,,unknown,Y,,independent,,,Semiconductor engineering / R&D management,Charitable giving (5% of pretax profits),,retail,Retail,President of Shareholder Relations and Central Market Division,VP Semiconductor R&D,SVP/GM,tech,low,18.0,,,,4.0,12.0,2.0,
stephen_cohen_palantir,21,,19.0,1,,Y,"Karp (CEO), Thiel (investor/vision)",low,Thiel hedge fund,Palantir,,,2000.0,,,,,N,,,N,Accel,,,,Y,,,,,Y,,,,,low,,,,,2.0,1.0,2.0,,,,republican,,,Data analytics / Engineering,"Climate change research, charitable causes",,,,Employee/Analyst,Co-Founder / VP / President / Secretary,,"ops,tech",,2.0,1.5,,2003,2.0,23.0,,
stephen_deckoff,,,,0,1.0,Y,Son (Orion Hindawi) - co-founder/CEO,,"Kidder, Peabody & Co.",Tanium,Black Diamond Capital Management,,,"american,iraqi,israeli",,,,N,,,Y,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,Y,,,,,,Community organizations in U.S. Virgin Islands,,,,Senior Vice President,Executive Chairman,Founder,,,,,,1995,,,,
stephen_feinberg,32,,,1,,N,,low,Drexel Burnham Lambert,Credit Suisse,Blackstone,,,"american,white",,,,N,,,,,,,,,"Deputy Secretary of Defense (nominated by Trump, sworn in March 2025)",,,,,,,,,low,"brand,scale",Brand/Scale/Network,,Board member Port Authority of NY & NJ (2015-2017),1.0,,,,,,republican,,,,"Environmental nonprofits, retirement policy",,management_fees,"Distressed debt PE ($65B+ AUM; bought Chrysler 2007, sold to Fiat; DynCorp, Albertsons)",Co-Founder/CEO,Investment Banking,President and COO / Vice Chairman,,low,,,,1992,,,,
